Gender,Job_Title,Experience_Years,Skills_Required,Education_Level,Location,Salary_INR
Male,Sales Executive,8,"Sales, Communication, Customer Relations",Masters/Postgraduate,Ahmedabad,486130
Male,Sales Executive,10,"Sales, Communication, Customer Relations",Masters/Postgraduate,Ahmedabad,538589
Male,Sales Executive,16,"Sales, Communication, Customer Relations",High School,Ahmedabad,476010
Male,Sales Executive,12,"Sales, Communication, Customer Relations",Bachelors,Surat,498224
Male,Sales Executive,1,"Sales, Communication, Customer Relations",Masters/Postgraduate,Surat,362127
Female,Sales Executive,12,"Sales, Communication, Customer Relations",Masters/Postgraduate,Surat,447366
Male,Sales Executive,4,"Sales, Communication, Customer Relations",Bachelors,Jaipur,296269
Female,Sales Executive,10,"Sales, Communication, Customer Relations",High School,Jaipur,321907
Female,Sales Executive,16,"Sales, Communication, Customer Relations",Masters/Postgraduate,Jaipur,559041
Female,Sales Executive,17,"Sales, Communication, Customer Relations",High School,Lucknow,331757
Female,Sales Executive,2,"Sales, Communication, Customer Relations",Bachelors,Lucknow,223749
Female,Sales Executive,19,"Sales, Communication, Customer Relations",Masters/Postgraduate,Lucknow,541999
Male,Sales Executive,8,"Sales, Communication, Customer Relations",High School,Kanpur,313944
Male,Sales Executive,8,"Sales, Communication, Customer Relations",High School,Kanpur,314436
Male,Sales Executive,10,"Sales, Communication, Customer Relations",Bachelors,Kanpur,369794
Male,Sales Executive,4,"Sales, Communication, Customer Relations",Masters/Postgraduate,Nagpur,380128
Male,Sales Executive,2,"Sales, Communication, Customer Relations",Masters/Postgraduate,Nagpur,329894
Male,Sales Executive,18,"Sales, Communication, Customer Relations",Masters/Postgraduate,Nagpur,599321
Female,Sales Executive,11,"Sales, Communication, Customer Relations",Bachelors,Indore,323198
Male,Sales Executive,6,"Sales, Communication, Customer Relations",Bachelors,Indore,306544
Female,Sales Executive,14,"Sales, Communication, Customer Relations",Masters/Postgraduate,Indore,458449
Male,Sales Executive,12,"Sales, Communication, Customer Relations",Masters/Postgraduate,Patna,444101
Female,Sales Executive,1,"Sales, Communication, Customer Relations",High School,Patna,187304
Female,Sales Executive,17,"Sales, Communication, Customer Relations",Masters/Postgraduate,Patna,514861
Female,Sales Executive,20,"Sales, Communication, Customer Relations",Bachelors,Bhopal,452317
Female,Sales Executive,0,"Sales, Communication, Customer Relations",High School,Bhopal,165857
Female,Sales Executive,13,"Sales, Communication, Customer Relations",Masters/Postgraduate,Bhopal,422584
Male,Sales Executive,12,"Sales, Communication, Customer Relations",Masters/Postgraduate,Coimbatore,496045
Male,Sales Executive,3,"Sales, Communication, Customer Relations",Masters/Postgraduate,Coimbatore,359325
Male,Sales Executive,7,"Sales, Communication, Customer Relations",High School,Coimbatore,316260
Female,Sales Executive,18,"Sales, Communication, Customer Relations",Bachelors,Kochi,473721
Female,Sales Executive,0,"Sales, Communication, Customer Relations",Masters/Postgraduate,Kochi,276281
Female,Sales Executive,17,"Sales, Communication, Customer Relations",PhD/Doctorate,Kochi,696283
Male,Sales Executive,10,"Sales, Communication, Customer Relations",High School,Thiruvananthapuram,359958
Male,Sales Executive,19,"Sales, Communication, Customer Relations",Bachelors,Thiruvananthapuram,593038
Female,Sales Executive,10,"Sales, Communication, Customer Relations",Masters/Postgraduate,Thiruvananthapuram,416858
Male,Sales Executive,8,"Sales, Communication, Customer Relations",Masters/Postgraduate,Vadodara,441636
Female,Sales Executive,15,"Sales, Communication, Customer Relations",Masters/Postgraduate,Vadodara,528572
Female,Sales Executive,3,"Sales, Communication, Customer Relations",Bachelors,Vadodara,307458
Male,Sales Executive,7,"Sales, Communication, Customer Relations",High School,Nashik,298397
Male,Sales Executive,9,"Sales, Communication, Customer Relations",Bachelors,Nashik,411772
Male,Sales Executive,12,"Sales, Communication, Customer Relations",High School,Nashik,379242
Female,Sales Executive,15,"Sales, Communication, Customer Relations",Bachelors,Rajkot,452235
Male,Sales Executive,18,"Sales, Communication, Customer Relations",Bachelors,Rajkot,560931
Female,Sales Executive,11,"Sales, Communication, Customer Relations",Masters/Postgraduate,Rajkot,453135
Female,Sales Executive,17,"Sales, Communication, Customer Relations",PhD/Doctorate,Chandigarh,671214
Female,Sales Executive,20,"Sales, Communication, Customer Relations",High School,Chandigarh,453133
Male,Sales Executive,13,"Sales, Communication, Customer Relations",High School,Chandigarh,389088
Male,Sales Executive,8,"Sales, Communication, Customer Relations",PhD/Doctorate,Gurgaon,695457
Female,Sales Executive,17,"Sales, Communication, Customer Relations",Bachelors,Gurgaon,650662
Female,Sales Executive,7,"Sales, Communication, Customer Relations",Masters/Postgraduate,Gurgaon,531582
Male,Sales Executive,3,"Sales, Communication, Customer Relations",Bachelors,Noida,432615
Female,Sales Executive,20,"Sales, Communication, Customer Relations",Masters/Postgraduate,Noida,718524
Male,Sales Executive,13,"Sales, Communication, Customer Relations",High School,Noida,482955
Female,Sales Executive,15,"Sales, Communication, Customer Relations",PhD/Doctorate,Faridabad,763145
Female,Sales Executive,14,"Sales, Communication, Customer Relations",Bachelors,Faridabad,517327
Male,Sales Executive,15,"Sales, Communication, Customer Relations",PhD/Doctorate,Faridabad,838492
Male,Sales Executive,20,"Sales, Communication, Customer Relations",PhD/Doctorate,Ghaziabad,917883
Female,Sales Executive,0,"Sales, Communication, Customer Relations",PhD/Doctorate,Ghaziabad,424154
Female,Sales Executive,9,"Sales, Communication, Customer Relations",Masters/Postgraduate,Ghaziabad,553108
Male,Sales Executive,15,"Sales, Communication, Customer Relations",Masters/Postgraduate,Remote,764559
Female,Sales Executive,11,"Sales, Communication, Customer Relations",Bachelors,Remote,449141
Female,Sales Executive,9,"Sales, Communication, Customer Relations",Masters/Postgraduate,Remote,553872
Male,Cashier,8,"Professional Skills, Communication",Bachelors,Mumbai,345766
Male,Cashier,11,"Professional Skills, Communication",Bachelors,Mumbai,408929
Male,Cashier,0,"Professional Skills, Communication",High School,Mumbai,195340
Male,Cashier,19,"Professional Skills, Communication",Bachelors,Delhi,525286
Female,Cashier,13,"Professional Skills, Communication",High School,Delhi,287001
Female,Cashier,11,"Professional Skills, Communication",Bachelors,Delhi,308968
Male,Cashier,11,"Professional Skills, Communication",Bachelors,Bangalore,378707
Male,Cashier,19,"Professional Skills, Communication",Bachelors,Bangalore,562438
Female,Cashier,11,"Professional Skills, Communication",Bachelors,Bangalore,371883
Female,Cashier,19,"Professional Skills, Communication",Bachelors,Chennai,415169
Male,Cashier,11,"Professional Skills, Communication",PhD/Doctorate,Chennai,513978
Female,Cashier,13,"Professional Skills, Communication",Bachelors,Chennai,347254
Female,Cashier,15,"Professional Skills, Communication",High School,Hyderabad,346699
Male,Cashier,16,"Professional Skills, Communication",Masters/Postgraduate,Hyderabad,546125
Male,Cashier,20,"Professional Skills, Communication",Bachelors,Hyderabad,447189
Female,Cashier,14,"Professional Skills, Communication",PhD/Doctorate,Pune,546463
Male,Cashier,20,"Professional Skills, Communication",Bachelors,Pune,495993
Male,Cashier,19,"Professional Skills, Communication",Masters/Postgraduate,Pune,609865
Non-binary,Cashier,12,"Professional Skills, Communication",Masters/Postgraduate,Kolkata,314129
Male,Cashier,10,"Professional Skills, Communication",Bachelors,Kolkata,315577
Male,Cashier,17,"Professional Skills, Communication",Bachelors,Kolkata,350609
Male,Cashier,8,"Professional Skills, Communication",Bachelors,Ahmedabad,301587
Female,Cashier,19,"Professional Skills, Communication",Bachelors,Ahmedabad,357817
Female,Cashier,16,"Professional Skills, Communication",Masters/Postgraduate,Ahmedabad,387718
Non-binary,Cashier,14,"Professional Skills, Communication",Bachelors,Surat,285530
Female,Cashier,17,"Professional Skills, Communication",PhD/Doctorate,Surat,400063
Male,Cashier,6,"Professional Skills, Communication",Masters/Postgraduate,Surat,313020
Female,Cashier,16,"Professional Skills, Communication",High School,Jaipur,243261
Male,Cashier,8,"Professional Skills, Communication",Masters/Postgraduate,Jaipur,294734
Female,Cashier,7,"Professional Skills, Communication",PhD/Doctorate,Jaipur,314365
Male,Cashier,7,"Professional Skills, Communication",Bachelors,Lucknow,207859
Female,Cashier,10,"Professional Skills, Communication",Bachelors,Lucknow,221106
Female,Cashier,2,"Professional Skills, Communication",Masters/Postgraduate,Lucknow,193618
Female,Cashier,19,"Professional Skills, Communication",Bachelors,Kanpur,296384
Female,Cashier,9,"Professional Skills, Communication",PhD/Doctorate,Kanpur,290459
Male,Cashier,4,"Professional Skills, Communication",Masters/Postgraduate,Kanpur,228532
Male,Cashier,1,"Professional Skills, Communication",Bachelors,Nagpur,170049
Female,Cashier,12,"Professional Skills, Communication",Bachelors,Nagpur,275867
Male,Cashier,18,"Professional Skills, Communication",Bachelors,Nagpur,342044
Male,Cashier,6,"Professional Skills, Communication",Bachelors,Indore,220382
Male,Cashier,11,"Professional Skills, Communication",Masters/Postgraduate,Indore,299896
Male,Cashier,17,"Professional Skills, Communication",High School,Indore,275815
Non-binary,Cashier,19,"Professional Skills, Communication",Masters/Postgraduate,Patna,344324
Female,Cashier,20,"Professional Skills, Communication",High School,Patna,226178
Female,Cashier,14,"Professional Skills, Communication",Bachelors,Patna,245735
Female,Cashier,16,"Professional Skills, Communication",Bachelors,Bhopal,276675
Female,Cashier,19,"Professional Skills, Communication",Bachelors,Bhopal,303752
Non-binary,Cashier,6,"Professional Skills, Communication",High School,Bhopal,153210
Male,Cashier,15,"Professional Skills, Communication",Masters/Postgraduate,Coimbatore,372660
Female,Cashier,2,"Professional Skills, Communication",Bachelors,Coimbatore,175138
Male,Cashier,11,"Professional Skills, Communication",Bachelors,Coimbatore,290146
Male,Cashier,13,"Professional Skills, Communication",Bachelors,Kochi,300475
Female,Cashier,18,"Professional Skills, Communication",Bachelors,Kochi,339102
Female,Cashier,19,"Professional Skills, Communication",Bachelors,Kochi,312166
Male,Cashier,8,"Professional Skills, Communication",Bachelors,Thiruvananthapuram,235492
Male,Cashier,1,"Professional Skills, Communication",Masters/Postgraduate,Thiruvananthapuram,191890
Male,Cashier,19,"Professional Skills, Communication",High School,Thiruvananthapuram,331769
Male,Cashier,15,"Professional Skills, Communication",Bachelors,Vadodara,301767
Male,Cashier,11,"Professional Skills, Communication",High School,Vadodara,244321
Female,Cashier,4,"Professional Skills, Communication",Bachelors,Vadodara,190922
Male,Cashier,18,"Professional Skills, Communication",Bachelors,Nashik,376348
Female,Cashier,2,"Professional Skills, Communication",Bachelors,Nashik,160906
Female,Cashier,17,"Professional Skills, Communication",Bachelors,Nashik,300289
Male,Cashier,17,"Professional Skills, Communication",High School,Rajkot,306558
Male,Cashier,7,"Professional Skills, Communication",High School,Rajkot,194525
Male,Cashier,12,"Professional Skills, Communication",Bachelors,Rajkot,262418
Male,Cashier,1,"Professional Skills, Communication",Masters/Postgraduate,Chandigarh,229277
Female,Cashier,20,"Professional Skills, Communication",High School,Chandigarh,310168
Male,Cashier,6,"Professional Skills, Communication",PhD/Doctorate,Chandigarh,366422
Male,Cashier,6,"Professional Skills, Communication",Bachelors,Gurgaon,325883
Male,Cashier,12,"Professional Skills, Communication",Bachelors,Gurgaon,396353
Female,Cashier,10,"Professional Skills, Communication",Bachelors,Gurgaon,361194
Female,Cashier,4,"Professional Skills, Communication",High School,Noida,196665
Male,Cashier,18,"Professional Skills, Communication",Bachelors,Noida,458890
Male,Cashier,11,"Professional Skills, Communication",Bachelors,Noida,361238
Female,Cashier,10,"Professional Skills, Communication",Bachelors,Faridabad,270511
Male,Cashier,13,"Professional Skills, Communication",High School,Faridabad,299300
Female,Cashier,3,"Professional Skills, Communication",Bachelors,Faridabad,232494
Male,Cashier,9,"Professional Skills, Communication",Bachelors,Ghaziabad,326015
Female,Cashier,16,"Professional Skills, Communication",Bachelors,Ghaziabad,347838
Female,Cashier,11,"Professional Skills, Communication",Masters/Postgraduate,Ghaziabad,349253
Male,Cashier,12,"Professional Skills, Communication",Masters/Postgraduate,Remote,380306
Female,Cashier,2,"Professional Skills, Communication",High School,Remote,159860
Male,Cashier,14,"Professional Skills, Communication",Masters/Postgraduate,Remote,411981
Female,Customer Service Executive,6,"Sales, Communication, Customer Relations",Bachelors,Mumbai,383859
Female,Customer Service Executive,5,"Sales, Communication, Customer Relations",Masters/Postgraduate,Mumbai,463440
Female,Customer Service Executive,6,"Sales, Communication, Customer Relations",PhD/Doctorate,Mumbai,494538
Female,Customer Service Executive,15,"Sales, Communication, Customer Relations",Masters/Postgraduate,Delhi,615360
Non-binary,Customer Service Executive,13,"Sales, Communication, Customer Relations",Masters/Postgraduate,Delhi,561359
Female,Customer Service Executive,20,"Sales, Communication, Customer Relations",Bachelors,Delhi,536572
Female,Customer Service Executive,16,"Sales, Communication, Customer Relations",PhD/Doctorate,Bangalore,761108
Male,Customer Service Executive,12,"Sales, Communication, Customer Relations",PhD/Doctorate,Bangalore,749492
Female,Customer Service Executive,6,"Sales, Communication, Customer Relations",Bachelors,Bangalore,390893
Female,Customer Service Executive,13,"Sales, Communication, Customer Relations",Bachelors,Chennai,413229
Female,Customer Service Executive,2,"Sales, Communication, Customer Relations",Masters/Postgraduate,Chennai,321814
Female,Customer Service Executive,5,"Sales, Communication, Customer Relations",Masters/Postgraduate,Chennai,424440
Male,Customer Service Executive,0,"Sales, Communication, Customer Relations",Bachelors,Hyderabad,271007
Male,Customer Service Executive,7,"Sales, Communication, Customer Relations",Bachelors,Hyderabad,386143
Male,Customer Service Executive,15,"Sales, Communication, Customer Relations",Masters/Postgraduate,Hyderabad,734180
Male,Customer Service Executive,4,"Sales, Communication, Customer Relations",High School,Pune,300337
Male,Customer Service Executive,19,"Sales, Communication, Customer Relations",High School,Pune,546132
Female,Customer Service Executive,16,"Sales, Communication, Customer Relations",Bachelors,Pune,556084
Male,Customer Service Executive,0,"Sales, Communication, Customer Relations",Bachelors,Kolkata,233429
Female,Customer Service Executive,11,"Sales, Communication, Customer Relations",Masters/Postgraduate,Kolkata,387141
Male,Customer Service Executive,12,"Sales, Communication, Customer Relations",Bachelors,Kolkata,416198
Non-binary,Customer Service Executive,0,"Sales, Communication, Customer Relations",Masters/Postgraduate,Ahmedabad,283268
Male,Customer Service Executive,12,"Sales, Communication, Customer Relations",High School,Ahmedabad,398502
Male,Customer Service Executive,16,"Sales, Communication, Customer Relations",High School,Ahmedabad,442094
Female,Customer Service Executive,14,"Sales, Communication, Customer Relations",Masters/Postgraduate,Surat,477357
Male,Customer Service Executive,5,"Sales, Communication, Customer Relations",Masters/Postgraduate,Surat,346684
Female,Customer Service Executive,2,"Sales, Communication, Customer Relations",High School,Surat,207697
Female,Customer Service Executive,0,"Sales, Communication, Customer Relations",Bachelors,Jaipur,175613
Female,Customer Service Executive,3,"Sales, Communication, Customer Relations",High School,Jaipur,194926
Female,Customer Service Executive,1,"Sales, Communication, Customer Relations",High School,Jaipur,168546
Male,Customer Service Executive,2,"Sales, Communication, Customer Relations",Bachelors,Lucknow,224701
Female,Customer Service Executive,9,"Sales, Communication, Customer Relations",High School,Lucknow,261802
Male,Customer Service Executive,15,"Sales, Communication, Customer Relations",Bachelors,Lucknow,359008
Female,Customer Service Executive,12,"Sales, Communication, Customer Relations",Bachelors,Kanpur,317139
Male,Customer Service Executive,6,"Sales, Communication, Customer Relations",Masters/Postgraduate,Kanpur,309974
Male,Customer Service Executive,14,"Sales, Communication, Customer Relations",Bachelors,Kanpur,362271
Female,Customer Service Executive,15,"Sales, Communication, Customer Relations",PhD/Doctorate,Nagpur,509082
Female,Customer Service Executive,0,"Sales, Communication, Customer Relations",PhD/Doctorate,Nagpur,275127
Male,Customer Service Executive,13,"Sales, Communication, Customer Relations",PhD/Doctorate,Nagpur,576266
Female,Customer Service Executive,0,"Sales, Communication, Customer Relations",High School,Indore,155736
Male,Customer Service Executive,11,"Sales, Communication, Customer Relations",High School,Indore,302260
Male,Customer Service Executive,19,"Sales, Communication, Customer Relations",Masters/Postgraduate,Indore,500079
Female,Customer Service Executive,10,"Sales, Communication, Customer Relations",Masters/Postgraduate,Patna,339784
Male,Customer Service Executive,12,"Sales, Communication, Customer Relations",Bachelors,Patna,313803
Female,Customer Service Executive,20,"Sales, Communication, Customer Relations",Bachelors,Patna,356947
Female,Customer Service Executive,19,"Sales, Communication, Customer Relations",Masters/Postgraduate,Bhopal,432678
Female,Customer Service Executive,8,"Sales, Communication, Customer Relations",Bachelors,Bhopal,271496
Male,Customer Service Executive,20,"Sales, Communication, Customer Relations",Bachelors,Bhopal,492497
Male,Customer Service Executive,3,"Sales, Communication, Customer Relations",High School,Coimbatore,214074
Female,Customer Service Executive,16,"Sales, Communication, Customer Relations",Masters/Postgraduate,Coimbatore,443985
Male,Customer Service Executive,2,"Sales, Communication, Customer Relations",Bachelors,Coimbatore,232614
Male,Customer Service Executive,11,"Sales, Communication, Customer Relations",Masters/Postgraduate,Kochi,434669
Female,Customer Service Executive,19,"Sales, Communication, Customer Relations",Bachelors,Kochi,428651
Male,Customer Service Executive,11,"Sales, Communication, Customer Relations",Bachelors,Kochi,385320
Male,Customer Service Executive,4,"Sales, Communication, Customer Relations",PhD/Doctorate,Thiruvananthapuram,377528
Female,Customer Service Executive,11,"Sales, Communication, Customer Relations",High School,Thiruvananthapuram,268477
Male,Customer Service Executive,10,"Sales, Communication, Customer Relations",Bachelors,Thiruvananthapuram,323720
Female,Customer Service Executive,12,"Sales, Communication, Customer Relations",High School,Vadodara,286865
Male,Customer Service Executive,6,"Sales, Communication, Customer Relations",High School,Vadodara,286536
Female,Customer Service Executive,4,"Sales, Communication, Customer Relations",Bachelors,Vadodara,248860
Male,Customer Service Executive,19,"Sales, Communication, Customer Relations",Bachelors,Nashik,434799
Female,Customer Service Executive,12,"Sales, Communication, Customer Relations",High School,Nashik,311593
Male,Customer Service Executive,15,"Sales, Communication, Customer Relations",Masters/Postgraduate,Nashik,533105
Male,Customer Service Executive,18,"Sales, Communication, Customer Relations",Masters/Postgraduate,Rajkot,528306
Male,Customer Service Executive,12,"Sales, Communication, Customer Relations",Masters/Postgraduate,Rajkot,485024
Non-binary,Customer Service Executive,0,"Sales, Communication, Customer Relations",Bachelors,Rajkot,194459
Female,Customer Service Executive,4,"Sales, Communication, Customer Relations",Masters/Postgraduate,Chandigarh,293487
Female,Customer Service Executive,13,"Sales, Communication, Customer Relations",Bachelors,Chandigarh,353842
Male,Customer Service Executive,5,"Sales, Communication, Customer Relations",High School,Chandigarh,241062
Male,Customer Service Executive,10,"Sales, Communication, Customer Relations",Bachelors,Gurgaon,549523
Female,Customer Service Executive,12,"Sales, Communication, Customer Relations",Bachelors,Gurgaon,479049
Female,Customer Service Executive,17,"Sales, Communication, Customer Relations",Masters/Postgraduate,Gurgaon,644577
Female,Customer Service Executive,11,"Sales, Communication, Customer Relations",Bachelors,Noida,447469
Male,Customer Service Executive,2,"Sales, Communication, Customer Relations",Masters/Postgraduate,Noida,378598
Male,Customer Service Executive,3,"Sales, Communication, Customer Relations",High School,Noida,291356
Male,Customer Service Executive,19,"Sales, Communication, Customer Relations",High School,Faridabad,509998
Female,Customer Service Executive,8,"Sales, Communication, Customer Relations",Bachelors,Faridabad,346622
Male,Customer Service Executive,14,"Sales, Communication, Customer Relations",Bachelors,Faridabad,524373
Female,Customer Service Executive,11,"Sales, Communication, Customer Relations",PhD/Doctorate,Ghaziabad,535016
Male,Customer Service Executive,16,"Sales, Communication, Customer Relations",Masters/Postgraduate,Ghaziabad,600760
Male,Customer Service Executive,15,"Sales, Communication, Customer Relations",Bachelors,Ghaziabad,524439
Male,Customer Service Executive,15,"Sales, Communication, Customer Relations",Bachelors,Remote,529671
Male,Customer Service Executive,2,"Sales, Communication, Customer Relations",Bachelors,Remote,286294
Male,Customer Service Executive,0,"Sales, Communication, Customer Relations",Bachelors,Remote,258409
Male,Merchandiser,0,"Professional Skills, Communication",High School,Mumbai,457970
Female,Merchandiser,0,"Professional Skills, Communication",Masters/Postgraduate,Mumbai,590936
Male,Merchandiser,1,"Professional Skills, Communication",High School,Mumbai,538319
Female,Merchandiser,9,"Professional Skills, Communication",PhD/Doctorate,Delhi,979139
Female,Merchandiser,2,"Professional Skills, Communication",Bachelors,Delhi,512988
Male,Merchandiser,15,"Professional Skills, Communication",PhD/Doctorate,Delhi,1287327
Male,Merchandiser,11,"Professional Skills, Communication",Bachelors,Bangalore,1019884
Male,Merchandiser,1,"Professional Skills, Communication",High School,Bangalore,471718
Female,Merchandiser,3,"Professional Skills, Communication",Masters/Postgraduate,Bangalore,657902
Male,Merchandiser,4,"Professional Skills, Communication",Masters/Postgraduate,Chennai,671450
Female,Merchandiser,12,"Professional Skills, Communication",PhD/Doctorate,Chennai,1052622
Female,Merchandiser,7,"Professional Skills, Communication",Bachelors,Chennai,609135
Female,Merchandiser,17,"Professional Skills, Communication",Masters/Postgraduate,Hyderabad,984781
Female,Merchandiser,9,"Professional Skills, Communication",Masters/Postgraduate,Hyderabad,836504
Female,Merchandiser,4,"Professional Skills, Communication",Bachelors,Hyderabad,557042
Female,Merchandiser,12,"Professional Skills, Communication",Masters/Postgraduate,Pune,923912
Female,Merchandiser,6,"Professional Skills, Communication",High School,Pune,491510
Male,Merchandiser,14,"Professional Skills, Communication",Masters/Postgraduate,Pune,1132476
Male,Merchandiser,5,"Professional Skills, Communication",Bachelors,Kolkata,538278
Male,Merchandiser,12,"Professional Skills, Communication",Bachelors,Kolkata,663111
Female,Merchandiser,8,"Professional Skills, Communication",High School,Kolkata,449866
Female,Merchandiser,1,"Professional Skills, Communication",Bachelors,Ahmedabad,431217
Female,Merchandiser,10,"Professional Skills, Communication",Bachelors,Ahmedabad,614063
Male,Merchandiser,3,"Professional Skills, Communication",High School,Ahmedabad,404173
Male,Merchandiser,12,"Professional Skills, Communication",Masters/Postgraduate,Surat,898740
Male,Merchandiser,10,"Professional Skills, Communication",Masters/Postgraduate,Surat,717893
Male,Merchandiser,10,"Professional Skills, Communication",PhD/Doctorate,Surat,982711
Male,Merchandiser,20,"Professional Skills, Communication",Masters/Postgraduate,Jaipur,963114
Female,Merchandiser,13,"Professional Skills, Communication",Masters/Postgraduate,Jaipur,771086
Female,Merchandiser,4,"Professional Skills, Communication",Bachelors,Jaipur,453049
Male,Merchandiser,6,"Professional Skills, Communication",Masters/Postgraduate,Lucknow,622844
Female,Merchandiser,18,"Professional Skills, Communication",Masters/Postgraduate,Lucknow,871293
Female,Merchandiser,11,"Professional Skills, Communication",Masters/Postgraduate,Lucknow,664997
Male,Merchandiser,18,"Professional Skills, Communication",Masters/Postgraduate,Kanpur,878221
Female,Merchandiser,18,"Professional Skills, Communication",Masters/Postgraduate,Kanpur,787283
Male,Merchandiser,13,"Professional Skills, Communication",Masters/Postgraduate,Kanpur,747762
Female,Merchandiser,15,"Professional Skills, Communication",Masters/Postgraduate,Nagpur,790650
Male,Merchandiser,7,"Professional Skills, Communication",High School,Nagpur,483200
Female,Merchandiser,8,"Professional Skills, Communication",Masters/Postgraduate,Nagpur,618373
Male,Merchandiser,3,"Professional Skills, Communication",High School,Indore,345309
Male,Merchandiser,3,"Professional Skills, Communication",Masters/Postgraduate,Indore,540150
Male,Merchandiser,10,"Professional Skills, Communication",High School,Indore,487465
Male,Merchandiser,16,"Professional Skills, Communication",Masters/Postgraduate,Patna,758993
Female,Merchandiser,8,"Professional Skills, Communication",Masters/Postgraduate,Patna,504291
Male,Merchandiser,16,"Professional Skills, Communication",Masters/Postgraduate,Patna,844754
Male,Merchandiser,13,"Professional Skills, Communication",Masters/Postgraduate,Bhopal,823286
Female,Merchandiser,14,"Professional Skills, Communication",Masters/Postgraduate,Bhopal,651704
Male,Merchandiser,2,"Professional Skills, Communication",Bachelors,Bhopal,426422
Male,Merchandiser,14,"Professional Skills, Communication",High School,Coimbatore,652757
Non-binary,Merchandiser,13,"Professional Skills, Communication",Masters/Postgraduate,Coimbatore,752718
Male,Merchandiser,8,"Professional Skills, Communication",Masters/Postgraduate,Coimbatore,649780
Male,Merchandiser,8,"Professional Skills, Communication",Bachelors,Kochi,591605
Male,Merchandiser,19,"Professional Skills, Communication",Masters/Postgraduate,Kochi,1069381
Male,Merchandiser,10,"Professional Skills, Communication",High School,Kochi,498997
Male,Merchandiser,18,"Professional Skills, Communication",Bachelors,Thiruvananthapuram,811285
Male,Merchandiser,18,"Professional Skills, Communication",Masters/Postgraduate,Thiruvananthapuram,910733
Male,Merchandiser,13,"Professional Skills, Communication",Bachelors,Thiruvananthapuram,695975
Female,Merchandiser,5,"Professional Skills, Communication",High School,Vadodara,398215
Male,Merchandiser,14,"Professional Skills, Communication",Masters/Postgraduate,Vadodara,818733
Male,Merchandiser,19,"Professional Skills, Communication",Masters/Postgraduate,Vadodara,984167
Male,Merchandiser,16,"Professional Skills, Communication",Bachelors,Nashik,750085
Female,Merchandiser,20,"Professional Skills, Communication",Bachelors,Nashik,748826
Male,Merchandiser,10,"Professional Skills, Communication",High School,Nashik,539521
Male,Merchandiser,4,"Professional Skills, Communication",Masters/Postgraduate,Rajkot,610035
Male,Merchandiser,12,"Professional Skills, Communication",Masters/Postgraduate,Rajkot,730559
Male,Merchandiser,20,"Professional Skills, Communication",Masters/Postgraduate,Rajkot,1017911
Male,Merchandiser,15,"Professional Skills, Communication",High School,Chandigarh,651038
Male,Merchandiser,12,"Professional Skills, Communication",Bachelors,Chandigarh,640560
Female,Merchandiser,6,"Professional Skills, Communication",High School,Chandigarh,424705
Male,Merchandiser,4,"Professional Skills, Communication",High School,Gurgaon,578334
Female,Merchandiser,13,"Professional Skills, Communication",High School,Gurgaon,736130
Male,Merchandiser,1,"Professional Skills, Communication",High School,Gurgaon,495537
Male,Merchandiser,4,"Professional Skills, Communication",Bachelors,Noida,576913
Female,Merchandiser,17,"Professional Skills, Communication",Bachelors,Noida,848189
Male,Merchandiser,15,"Professional Skills, Communication",Bachelors,Noida,886319
Male,Merchandiser,1,"Professional Skills, Communication",High School,Faridabad,409398
Male,Merchandiser,17,"Professional Skills, Communication",High School,Faridabad,786851
Male,Merchandiser,6,"Professional Skills, Communication",Bachelors,Faridabad,709410
Male,Merchandiser,3,"Professional Skills, Communication",High School,Ghaziabad,458695
Female,Merchandiser,4,"Professional Skills, Communication",Masters/Postgraduate,Ghaziabad,617443
Male,Merchandiser,10,"Professional Skills, Communication",Masters/Postgraduate,Ghaziabad,808607
Male,Merchandiser,0,"Professional Skills, Communication",High School,Remote,363929
Male,Merchandiser,12,"Professional Skills, Communication",Masters/Postgraduate,Remote,973989
Female,Merchandiser,5,"Professional Skills, Communication",Bachelors,Remote,555771
Female,Visual Merchandiser,4,"Professional Skills, Communication",Bachelors,Mumbai,688531
Male,Visual Merchandiser,2,"Professional Skills, Communication",Bachelors,Mumbai,656939
Male,Visual Merchandiser,8,"Professional Skills, Communication",Bachelors,Mumbai,999661
Female,Visual Merchandiser,2,"Professional Skills, Communication",Masters/Postgraduate,Delhi,735529
Male,Visual Merchandiser,7,"Professional Skills, Communication",Masters/Postgraduate,Delhi,938108
Male,Visual Merchandiser,19,"Professional Skills, Communication",Bachelors,Delhi,1361583
Female,Visual Merchandiser,4,"Professional Skills, Communication",Bachelors,Bangalore,648007
Female,Visual Merchandiser,20,"Professional Skills, Communication",Bachelors,Bangalore,1160677
Male,Visual Merchandiser,0,"Professional Skills, Communication",Bachelors,Bangalore,629172
Female,Visual Merchandiser,7,"Professional Skills, Communication",Bachelors,Chennai,694890
Male,Visual Merchandiser,2,"Professional Skills, Communication",High School,Chennai,531344
Male,Visual Merchandiser,7,"Professional Skills, Communication",Masters/Postgraduate,Chennai,907118
Female,Visual Merchandiser,1,"Professional Skills, Communication",PhD/Doctorate,Hyderabad,796816
Male,Visual Merchandiser,14,"Professional Skills, Communication",Bachelors,Hyderabad,1105674
Male,Visual Merchandiser,5,"Professional Skills, Communication",Bachelors,Hyderabad,750140
